iter	MultiClass
329	0.09963702047
330	0.09946234374
331	0.09938145108
332	0.09914151693
333	0.09877608848
334	0.09868970091
335	0.09854266099
336	0.09805799994
337	0.0976176821
338	0.0975505074
339	0.09705720433
340	0.096641656
341	0.09645319276
342	0.09604887075
343	0.09546413687
344	0.09503261777
345	0.09464787529
346	0.09431759278
347	0.09385531215
348	0.09359283788
349	0.09340922438
350	0.09283996877
351	0.09236940845
352	0.09182151289
353	0.09133675203
354	0.09099696458
355	0.09061322951
356	0.09010991724
357	0.08965965732
358	0.08911495369
359	0.08865827148
360	0.08841779691
361	0.08832980542
362	0.08792324557
363	0.08786457695
364	0.08751467387
365	0.08713699267
366	0.08666771451
367	0.08619458235
368	0.08584124455
369	0.08556479919
370	0.0852226985
371	0.08478520948
372	0.08457911456
373	0.08422641623
374	0.08395325126
375	0.0836074591
376	0.08324964671
377	0.08315927387
378	0.08288434439
379	0.08256142195
380	0.08214365904
381	0.08178908057
382	0.08165887044
383	0.08120529072
384	0.08117749031
385	0.08076347347
386	0.08040394666
387	0.08007202442
388	0.07976389632
389	0.07947395199
390	0.07911655746
391	0.07878505981
392	0.07851516519
393	0.07824779157
394	0.07793940748
395	0.07769214578
396	0.07743278043
397	0.07707252356
398	0.07700982193
399	0.07688270665
400	0.07652991664
401	0.07644710262
402	0.0763424394
403	0.07608981358
404	0.07563413793
405	0.07525201194
406	0.07490287236
407	0.07456497512
408	0.07443902821
409	0.07413800135
410	0.0738698123
411	0.07354970491
412	0.07323402051
413	0.07294225929
414	0.07280189093
415	0.07249806536
416	0.07225268978
417	0.07194833208
418	0.0716099574
419	0.0713729971
420	0.07114848469
421	0.07109244178
422	0.07094544641
423	0.07060440172
424	0.07029305427
425	0.06998909758
426	0.06993691086
427	0.06983991343
428	0.06953770634
429	0.06942852305
430	0.06936814323
431	0.06905461335
432	0.06876989552
433	0.06845363979
434	0.06821655475
435	0.06794842402
436	0.06772702913
437	0.06756999979
438	0.06732879342
439	0.06703252298
440	0.06680757155
441	0.06651675541
442	0.06628821635
443	0.06603273735
444	0.0657995093
445	0.06546323373
446	0.06524666714
447	0.06518842461
448	0.06499920896
449	0.0647772107
450	0.0645964918
451	0.06442571784
452	0.06414398042
453	0.06410282805
454	0.06405875342
455	0.06383610741
456	0.06362121957
457	0.06344452343
458	0.06327318804
459	0.06321918921
460	0.06302240962
461	0.06278759314
462	0.0626263496
463	0.06258668133
464	0.06229075552
465	0.06207144306
466	0.06187888494
467	0.06181650761
468	0.06157960608
469	0.06132318445
470	0.06106661718
471	0.0608254752
472	0.06054964551
473	0.06029521163
474	0.06004390267
475	0.05986220094
476	0.05972095399
477	0.05954603623
478	0.05930875159
479	0.05922063728
480	0.05911315291
481	0.05897566392
482	0.05877658461
483	0.05862500553
484	0.05841431316
485	0.05836285868
486	0.05813653176
487	0.05809312917
488	0.05799823617
489	0.05786229842
490	0.05783386594
491	0.05767749074
492	0.0575204348
493	0.05748326309
494	0.05726723522
495	0.05721720315
496	0.05702601887
497	0.05688152607
498	0.05670391908
499	0.05646968719
500	0.05635882409
501	0.05627052707
502	0.0562212421
503	0.05602315808
504	0.05592243795
505	0.05586418495
506	0.0557391171
507	0.05562201343
508	0.05545259289
509	0.05542173451
510	0.05536191383
511	0.05522493328
512	0.05509715738
513	0.05505717036
514	0.05493363361
515	0.05477377857
516	0.0546009033
517	0.0544867768
518	0.05435202718
519	0.0542146691
520	0.0541784532
521	0.05400994375
522	0.05399214415
523	0.05394475097
524	0.05378640383
525	0.05371631454
526	0.05348916392
527	0.05338333158
528	0.05325496663
529	0.05302916537
530	0.05297805513
531	0.05286528081
532	0.05276210892
533	0.05263478518
534	0.05253875575
535	0.05233781502
536	0.05219956761
537	0.05202733487
538	0.05191173134
539	0.0516750024
540	0.05164270307
541	0.05156590025
542	0.05152635903
543	0.05141999542
544	0.05139648297
545	0.05125285509
546	0.05104226221
547	0.05087531736
548	0.05070740523
549	0.05054868461
550	0.05035366128
551	0.05018833218
552	0.05005684408
553	0.04994199571
554	0.04980714339
555	0.04977895576
556	0.04961948667
557	0.0494520073
558	0.04930006967
559	0.04916408681
560	0.04911499531
561	0.04899364837
562	0.04889636666
563	0.04877611581
564	0.04865286461
565	0.04859686717
566	0.0484893534
567	0.04846142379
568	0.04836249645
569	0.04822159443
570	0.04810727398
571	0.04795248138
572	0.04792459468
573	0.04782157127
574	0.04775257665
575	0.04772291927
576	0.04763108118
577	0.04759933974
578	0.04755130751
579	0.04745418162
580	0.04731738821
581	0.04728842338
582	0.04725422601
583	0.04717255751
584	0.04699296634
585	0.04696208729
586	0.04686593943
587	0.04679669474
588	0.04668123288
589	0.04659880786
590	0.04648617174
591	0.0464288881
592	0.04628189708
593	0.04616503873
594	0.04607295398
595	0.04595652104
596	0.04591203737
597	0.04584790684
598	0.04566579121
599	0.04558588416
600	0.04556269229
601	0.04546253269
602	0.04533589996
603	0.04525749296
604	0.04512821829
605	0.04500930385
606	0.04492689352
607	0.04481396146
608	0.04479184014
609	0.04464736226
610	0.04455122214
611	0.04447212179
612	0.04438999346
613	0.04432128469
614	0.0441792634
615	0.04413959936
616	0.04404292719
617	0.04397062662
618	0.0438691101
619	0.0437521553
620	0.04367604872
621	0.04353290656
622	0.04340758277
623	0.0433568615
624	0.04320869788
625	0.04309375666
626	0.04299848659
627	0.04291089117
628	0.04282054216
629	0.04274445025
630	0.04263576957
631	0.0425259209
632	0.04243467475
633	0.04239123304
634	0.04230105474
635	0.04218899886
636	0.04208298668
637	0.04202260447
638	0.04194278724
639	0.04186361078
640	0.04175147421
641	0.04164292374
642	0.04153942772
643	0.04147704014
644	0.04140309577
645	0.04129859531
646	0.041276909
647	0.04114869122
648	0.04109509692
649	0.04107975503
650	0.04099212254
651	0.04092653648
652	0.04083997823
653	0.04079120912
654	0.04074484732
655	0.04063245351
656	0.04049522685
657	0.04038536575
658	0.04029875752
659	0.04025166589
660	0.04022100016
661	0.04012036513
662	0.04006189899
663	0.04002921359
664	0.040000051
665	0.03993582425
666	0.03981624707
667	0.03971838981
668	0.03966100261
669	0.0395794696
670	0.03950091562
671	0.03948322162
672	0.03941891665
673	0.03931017571
674	0.0392347085
675	0.03915084681
676	0.03910543464
677	0.03902977772
678	0.03893777339
679	0.03882203938
680	0.03876497925
681	0.03869552736
682	0.03859856431
683	0.03852014269
684	0.03851144729
685	0.03848540987
686	0.03839948404
687	0.03833590423
688	0.03824820383
689	0.0382318507
690	0.03821113099
691	0.03812390769
692	0.03801165738
693	0.03791971646
694	0.03785574701
695	0.03775806442
696	0.03768122575
697	0.03760634911
698	0.03757471037
699	0.03756353045
700	0.03745166789
701	0.03741911566
702	0.0372990284
703	0.0371892227
704	0.03712103821
705	0.03711063965
706	0.03701172106
707	0.0369251061
708	0.03681678838
709	0.03675045372
710	0.03668727514
711	0.03665973275
712	0.03658188913
713	0.03647604083
714	0.03640359791
715	0.03635946814
716	0.03626754841
717	0.03622786539
718	0.03617136399
719	0.03609078185
720	0.03600861673
721	0.03595851396
722	0.03589299348
723	0.03587911899
724	0.03579003991
725	0.03572358162
726	0.03570176644
727	0.03560749723
728	0.03553719453
729	0.03546167691
730	0.03536669744
731	0.03529320783
732	0.03527689559
733	0.03519429956
734	0.03517625483
735	0.03513309575
736	0.03506568287
737	0.03498676079
738	0.03489808004
739	0.03481263565
740	0.03474323946
741	0.03465727899
742	0.03464621658
743	0.03454708754
744	0.03448048047
745	0.03446660712
746	0.03439781105
747	0.03431037153
748	0.03424427511
749	0.03417898494
750	0.03410987975
751	0.03403341209
752	0.03394709978
753	0.03393629446
754	0.03387356335
755	0.03380170271
756	0.03373739625
757	0.03367936187
758	0.03361667671
759	0.0335651761
760	0.03350800847
761	0.03344744856
762	0.03338326996
763	0.0333016748
764	0.03326718564
765	0.0332283053
766	0.03320995078
767	0.03319882226
768	0.03313832758
769	0.03311848047
770	0.03308808049
771	0.03303242821
772	0.03295991466
773	0.03291292315
774	0.03285650122
775	0.03281383772
776	0.03273643004
777	0.0326644315
778	0.03259528407
779	0.03252496255
780	0.03246814341
781	0.03239682615
782	0.03233727499
783	0.03226723602
784	0.03219958716
785	0.03214198879
786	0.03205584395
787	0.03201258036
788	0.03200273113
789	0.03199151816
790	0.03192532697
791	0.03184893413
792	0.03180558278
793	0.03173900266
794	0.03167387093
795	0.03160719048
796	0.03158328683
797	0.03150392603
798	0.03143452601
799	0.03135908387
800	0.03130917503
801	0.03126903961
802	0.03125432567
803	0.03122218833
804	0.03115128278
805	0.03111564202
806	0.03104255474
807	0.03100819068
808	0.03099105031
809	0.03094016835
810	0.03091162999
811	0.03086547252
812	0.03079924485
813	0.03073678772
814	0.03068192793
815	0.03066043302
816	0.03059883151
817	0.03054817978
818	0.03048750689
819	0.03043194549
820	0.03040484329
821	0.03033832196
822	0.03028647488
823	0.03024448122
824	0.03018613863
825	0.03014637054
826	0.03008664591
827	0.03000678229
828	0.02994555328
829	0.0298900455
830	0.02982295516
831	0.02978229727
832	0.02973020343
833	0.0297186064
834	0.02966664495
835	0.02961790526
836	0.02957126047
837	0.02955160057
838	0.02951681509
839	0.02950389819
840	0.02943957528
841	0.02940698966
842	0.02936456091
843	0.02929477149
844	0.02926803548
845	0.02923893335
846	0.02918970612
847	0.02913670776
848	0.02909285323
849	0.02902454611
850	0.02897673902
851	0.02891964487
852	0.02885628737
853	0.02880274961
854	0.02874641773
855	0.02871366091
856	0.02866438611
857	0.02860056352
858	0.02854903761
859	0.02849240266
860	0.02846373845
861	0.02840376689
862	0.02836526569
863	0.02831979616
864	0.02827797138
865	0.02822342313
866	0.02821226674
867	0.02815600972
868	0.02809838966
869	0.02806189739
870	0.02802997964
871	0.02801622882
872	0.02799985799
873	0.02799190615
874	0.02796182678
875	0.02795580665
876	0.02791243795
